Vcell	Icell	time
4.099950	1.610000	31.331500
4.099950	1.610000	31.365167
4.099650	1.620000	31.399167
4.099350	1.610000	31.433000
4.099350	1.610000	31.466667
4.099350	1.610000	31.500500
4.099060	1.600000	31.534333
4.100840	1.600000	31.568167
4.100840	1.600000	31.602000
4.100250	1.600000	31.635833
4.099950	1.590000	31.669667
4.101140	1.590000	31.703333
4.100840	1.590000	31.737167
4.100250	1.590000	31.771000
4.101140	1.580000	31.804667
4.100250	1.580000	31.838667
4.100540	1.580000	31.872500
4.099350	1.580000	31.906167
4.100540	1.560000	31.940000
4.098760	1.570000	31.973667
4.099950	1.560000	32.007333
4.098460	1.570000	32.041000
4.100540	1.560000	32.074667
4.099650	1.560000	32.108500
4.099650	1.560000	32.142000
4.100540	1.550000	32.175833
4.100540	1.550000	32.209500
4.101140	1.550000	32.243167
4.101440	1.550000	32.277000
4.100250	1.550000	32.310833
4.099650	1.540000	32.344500
4.100540	1.540000	32.378333
4.099950	1.550000	32.412167
4.099650	1.540000	32.446000
4.100540	1.540000	32.479833
4.100540	1.540000	32.513667
4.100540	1.540000	32.547333
4.101440	1.540000	32.581167
4.100250	1.530000	32.614833
4.100840	1.520000	32.648667
4.100250	1.530000	32.682333
4.099650	1.530000	32.716167
4.100250	1.520000	32.749833
4.101140	1.510000	32.783667
4.101440	1.520000	32.817333
4.099350	1.520000	32.851167
4.100840	1.500000	32.885000
4.100840	1.510000	32.918667
4.100250	1.500000	32.952333
4.099950	1.500000	32.986000
4.100540	1.500000	33.020000
4.100540	1.490000	33.053833
4.101440	1.490000	33.087500
4.101140	1.490000	33.121333
4.099650	1.490000	33.155000
4.099350	1.490000	33.188667
4.101440	1.480000	33.222333
4.099650	1.490000	33.256167
4.100840	1.480000	33.289833
4.099950	1.490000	33.323667
4.098170	1.490000	33.357333
4.099060	1.490000	33.391000
4.099650	1.480000	33.424833
4.101140	1.470000	33.458500
4.099060	1.480000	33.492167
4.100840	1.480000	33.526000
4.100540	1.470000	33.559833
4.098460	1.480000	33.593500
4.098760	1.480000	33.627333
4.101140	1.460000	33.661000
4.099350	1.470000	33.694833
4.099350	1.470000	33.728667
4.099060	1.460000	33.762500
4.098460	1.460000	33.796333
4.100840	1.450000	33.830000
4.100540	1.440000	33.863667
4.099950	1.450000	33.897500
4.099650	1.440000	33.931333
4.100540	1.440000	33.965167
4.099650	1.440000	33.998833
4.099650	1.430000	34.032667
4.099650	1.440000	34.066167
4.099950	1.430000	34.099833
4.099350	1.440000	34.133333
4.100540	1.430000	34.167167
4.100540	1.430000	34.200833
4.099060	1.430000	34.234667
4.099650	1.420000	34.268167
4.100250	1.430000	34.302000
4.099950	1.420000	34.335667
4.100250	1.420000	34.369333
4.098460	1.430000	34.403167
4.099350	1.420000	34.436833
4.098760	1.420000	34.470667
4.098760	1.420000	34.504333
4.099350	1.420000	34.538167
4.100840	1.410000	34.571833
4.100840	1.410000	34.605667
4.098460	1.400000	34.639333
4.101140	1.390000	34.673167
4.100250	1.390000	34.706833
4.100540	1.400000	34.740667
4.099950	1.390000	34.774500
4.100840	1.390000	34.808167
4.101440	1.380000	34.842000
4.098760	1.390000	34.875833
4.099350	1.380000	34.909667
4.099650	1.380000	34.943500
4.099950	1.380000	34.977167
4.100540	1.380000	35.010833
4.100540	1.370000	35.044500
4.098760	1.380000	35.078167
4.099950	1.380000	35.112167
4.100540	1.370000	35.146000
4.099950	1.380000	35.179667
4.099950	1.370000	35.213500
4.099950	1.370000	35.247333
4.099650	1.370000	35.281167
4.098170	1.370000	35.315000
4.101140	1.350000	35.348667
4.100540	1.360000	35.382333
4.100840	1.360000	35.416167
4.100540	1.360000	35.449667
4.099060	1.360000	35.483500
4.100250	1.350000	35.517333
4.100840	1.350000	35.551167
4.100840	1.350000	35.584833
4.100250	1.350000	35.618500
4.100250	1.350000	35.652333
4.101140	1.350000	35.686000
4.101440	1.330000	35.719667
4.100250	1.340000	35.753500
4.100250	1.330000	35.787167
4.100250	1.330000	35.820833
4.100540	1.320000	35.854667
4.100250	1.320000	35.888500
4.100250	1.320000	35.922333
4.100250	1.320000	35.956000
4.100250	1.320000	35.989500
4.099060	1.330000	36.023333
4.099350	1.320000	36.057167
4.100840	1.320000	36.091000
4.099350	1.310000	36.124833
4.100250	1.310000	36.158667
4.099650	1.310000	36.192500
4.099650	1.310000	36.226167
4.099650	1.310000	36.260167
4.100840	1.300000	36.293833
4.100540	1.300000	36.327500
4.099950	1.300000	36.361333
4.100840	1.300000	36.395000
4.100250	1.300000	36.428833
4.098760	1.300000	36.462500
4.099060	1.300000	36.496167
4.100250	1.300000	36.530000
4.099060	1.290000	36.564000
4.100840	1.290000	36.597833
4.100840	1.290000	36.631667
4.100840	1.290000	36.665500
4.100540	1.280000	36.699333
4.100540	1.280000	36.733000
4.099060	1.290000	36.766833
4.099650	1.270000	36.800667
4.098460	1.280000	36.834500
4.100540	1.260000	36.868167
4.100250	1.270000	36.901833
4.099950	1.270000	36.935667
4.101140	1.260000	36.969167
4.101440	1.250000	37.003000
4.099350	1.260000	37.036833
4.099650	1.260000	37.070667
4.099950	1.260000	37.104333
4.100250	1.250000	37.138000
4.099950	1.260000	37.171500
4.100540	1.250000	37.205333
4.100250	1.250000	37.239167
4.099060	1.250000	37.273000
4.101140	1.250000	37.306667
4.098760	1.260000	37.340500
4.099650	1.240000	37.374167
4.099650	1.250000	37.408000
4.100250	1.240000	37.441667
4.099950	1.240000	37.475333
4.100540	1.240000	37.509167
4.099950	1.240000	37.543000
4.100840	1.240000	37.576833
4.099060	1.240000	37.610500
4.099650	1.230000	37.644167
4.100250	1.230000	37.678000
4.098170	1.230000	37.711500
4.099350	1.230000	37.745333
4.101140	1.230000	37.779167
4.100840	1.220000	37.813000
4.100540	1.210000	37.846667
4.098760	1.220000	37.880333
4.099350	1.210000	37.914333
4.099650	1.210000	37.948167
4.101140	1.210000	37.981833
4.099650	1.210000	38.015667
4.100250	1.200000	38.049500
4.099350	1.200000	38.083333
4.100250	1.200000	38.117000
4.101440	1.190000	38.150833
4.099060	1.200000	38.184667
4.100540	1.190000	38.218500
4.100540	1.190000	38.252167
4.099650	1.190000	38.285833
4.100840	1.190000	38.319500
4.099950	1.190000	38.353167
4.099650	1.190000	38.387000
4.100840	1.180000	38.420667
4.100540	1.190000	38.454500
4.099950	1.190000	38.488167
4.100250	1.190000	38.522000
4.100250	1.180000	38.555833
4.101140	1.180000	38.589500
4.099950	1.180000	38.623333
4.099950	1.180000	38.657167
4.099650	1.170000	38.691000
4.101140	1.170000	38.724667
4.100840	1.170000	38.758500
4.099950	1.170000	38.792000
4.099950	1.170000	38.825833
4.099650	1.160000	38.859667
4.100540	1.160000	38.893500
4.100840	1.160000	38.927167
4.100840	1.160000	38.960833
4.099950	1.150000	38.994667
4.100250	1.150000	39.028333
4.100840	1.140000	39.062167
4.099650	1.140000	39.095667
4.099950	1.150000	39.129500
4.099950	1.140000	39.163333
4.099350	1.140000	39.197000
4.100250	1.140000	39.230667
4.099950	1.140000	39.264500
4.099650	1.140000	39.298333
4.100250	1.130000	39.332167
4.099650	1.140000	39.365833
4.100540	1.130000	39.399667
4.102030	1.130000	39.433333
4.099950	1.130000	39.467167
4.099650	1.130000	39.501000
4.100250	1.130000	39.534667
4.100840	1.120000	39.568500
4.100250	1.120000	39.602333
4.099650	1.130000	39.636000
4.100540	1.120000	39.669667
4.100540	1.120000	39.703500
4.099950	1.120000	39.737333
4.100250	1.120000	39.771000
4.099950	1.120000	39.804833
4.100540	1.120000	39.838667
4.099950	1.120000	39.872500
4.100250	1.120000	39.906167
4.099650	1.110000	39.940000
4.099950	1.100000	39.973667
4.099650	1.110000	40.007333
4.100250	1.100000	40.041000
4.099350	1.100000	40.074833
4.099950	1.100000	40.108500
4.100540	1.090000	40.142167
4.099950	1.090000	40.175833
4.101730	1.090000	40.209500
4.100540	1.080000	40.243167
4.101140	1.080000	40.277000
4.099950	1.080000	40.310833
4.099650	1.080000	40.344500
4.101730	1.070000	40.378167
4.100250	1.080000	40.412000
4.099650	1.080000	40.445667
4.099950	1.080000	40.479500
4.100250	1.070000	40.513167
4.100540	1.070000	40.546833
4.099650	1.070000	40.580667
4.101140	1.060000	40.614333
4.100250	1.070000	40.648333
4.099650	1.070000	40.682000
4.100250	1.060000	40.715833
4.099950	1.070000	40.749500
4.100540	1.060000	40.783167
4.098760	1.070000	40.817000
4.099060	1.070000	40.850667
4.100540	1.060000	40.884333
4.100540	1.060000	40.918000
4.100540	1.060000	40.951833
4.099650	1.060000	40.985667
4.099950	1.060000	41.019500
4.099950	1.060000	41.053333
4.099950	1.050000	41.087000
4.101140	1.050000	41.120833
4.101140	1.040000	41.154500
4.100250	1.050000	41.188167
4.100840	1.040000	41.221833
4.101140	1.040000	41.255667
4.099350	1.040000	41.289333
4.100540	1.040000	41.323000
4.099650	1.040000	41.356833
4.100250	1.030000	41.390500
4.100250	1.030000	41.424333
4.101140	1.030000	41.458000
4.099060	1.030000	41.491833
4.100540	1.020000	41.525500
4.100250	1.020000	41.559333
4.099350	1.020000	41.593000
4.098760	1.020000	41.626833
4.100840	1.020000	41.660500
4.099650	1.020000	41.694333
4.099950	1.020000	41.728000
4.099650	1.020000	41.761833
4.099350	1.010000	41.795667
4.101440	1.010000	41.829333
4.099650	1.010000	41.863333
4.100250	1.010000	41.897000
4.100250	1.010000	41.930667
4.100540	1.000000	41.964500
4.100250	1.000000	41.998333
4.100540	1.000000	42.032000
4.098760	1.010000	42.065833
4.100840	1.000000	42.099667
4.099950	1.000000	42.133500
4.101140	0.990000	42.167333
4.099950	1.000000	42.201000
4.099950	1.000000	42.234833
4.100540	1.000000	42.268667
4.100540	1.000000	42.302333
4.098170	1.000000	42.336333
4.099350	0.990000	42.370167
4.100840	0.990000	42.404000
4.099950	0.990000	42.437833
4.100250	0.990000	42.471667
4.099650	0.990000	42.505167
4.100540	0.980000	42.538833
4.100540	0.990000	42.572667
4.101140	0.980000	42.606500
4.100540	0.980000	42.640333
4.100250	0.970000	42.674000
4.100540	0.970000	42.707833
4.099950	0.970000	42.741833
4.099950	0.960000	42.775667
4.099650	0.970000	42.809333
4.099060	0.970000	42.843167
4.100540	0.960000	42.877000
4.100250	0.960000	42.910833
4.101730	0.950000	42.944500
4.100540	0.960000	42.978167
4.100250	0.960000	43.011833
4.099060	0.960000	43.045667
4.099650	0.950000	43.079333
4.100540	0.950000	43.113167
4.100840	0.950000	43.146833
4.100540	0.950000	43.180667
4.099060	0.950000	43.214333
4.099650	0.950000	43.248167
4.101440	0.940000	43.282000
4.099650	0.950000	43.315667
4.101140	0.940000	43.349333
4.101140	0.940000	43.383167
4.099650	0.950000	43.416833
4.100250	0.940000	43.450667
4.100540	0.940000	43.484333
4.099950	0.940000	43.518167
4.099650	0.940000	43.551833
4.100540	0.930000	43.585667
4.101730	0.930000	43.619333
4.100540	0.930000	43.653000
4.100250	0.930000	43.686667
4.101140	0.920000	43.720500
4.100540	0.930000	43.754167
4.099060	0.930000	43.788000
4.100540	0.920000	43.821833
4.098460	0.920000	43.855500
4.100250	0.920000	43.889333
4.100540	0.910000	43.923333
4.101730	0.910000	43.957000
4.099950	0.910000	43.990667
4.100840	0.910000	44.024333
4.099350	0.910000	44.058167
4.100250	0.910000	44.092000
4.099950	0.900000	44.125833
4.099060	0.910000	44.159500
4.099950	0.900000	44.193333
4.099650	0.900000	44.227000
4.102330	0.890000	44.260833
4.100250	0.900000	44.294667
4.101730	0.900000	44.328333
4.100250	0.900000	44.362167
4.099650	0.900000	44.396000
4.099060	0.900000	44.429667
4.099650	0.890000	44.463333
4.099650	0.890000	44.497167
4.099950	0.890000	44.531000
4.099350	0.890000	44.564667
4.098170	0.890000	44.598333
4.099650	0.890000	44.632167
4.099650	0.890000	44.665833
4.099950	0.890000	44.699500
4.100250	0.880000	44.733333
4.100250	0.880000	44.767167
4.100540	0.880000	44.801000
4.099650	0.880000	44.834833
4.099650	0.880000	44.868500
4.099950	0.880000	44.902167
4.100540	0.870000	44.936000
4.100540	0.880000	44.969833
4.099650	0.880000	45.003667
4.100540	0.870000	45.037500
4.100540	0.880000	45.071167
4.100250	0.870000	45.104833
4.099950	0.870000	45.138667
4.099650	0.870000	45.172333
4.101140	0.860000	45.206167
4.100250	0.870000	45.239833
4.100840	0.860000	45.273667
4.099950	0.870000	45.307167
4.099950	0.860000	45.341000
4.099950	0.850000	45.374667
4.098760	0.860000	45.408500
4.099650	0.860000	45.442333
4.099650	0.850000	45.476167
4.099350	0.850000	45.510000
4.099950	0.850000	45.543667
4.100250	0.840000	45.577500
4.100250	0.840000	45.611333
4.100840	0.840000	45.645000
4.099650	0.850000	45.678833
4.100250	0.850000	45.712500
4.099350	0.840000	45.746167
4.099950	0.840000	45.780000
4.099950	0.840000	45.813667
4.099650	0.830000	45.847667
4.099650	0.840000	45.881333
4.100250	0.830000	45.915000
4.099950	0.840000	45.948667
4.101140	0.830000	45.982500
4.100250	0.830000	46.016000
4.100840	0.820000	46.049667
4.098460	0.830000	46.083500
4.099350	0.830000	46.117167
4.100540	0.830000	46.150833
4.099650	0.830000	46.184500
4.099650	0.830000	46.218333
4.100540	0.820000	46.252000
4.099650	0.820000	46.285667
4.101140	0.820000	46.319333
4.100250	0.820000	46.353167
4.099950	0.830000	46.386833
4.100540	0.820000	46.420667
4.099950	0.810000	46.454333
4.100250	0.820000	46.488167
4.100250	0.820000	46.522000
4.100250	0.820000	46.555500
4.098760	0.820000	46.589333
4.100540	0.810000	46.623000
4.100250	0.820000	46.656667
4.099950	0.810000	46.690333
4.099950	0.810000	46.724000
4.099650	0.810000	46.757667
4.100840	0.800000	46.791333
4.100250	0.810000	46.825000
4.100540	0.800000	46.858833
4.100540	0.800000	46.892667
4.099950	0.790000	46.926333
4.099650	0.790000	46.960167
4.101440	0.790000	46.994000
4.100250	0.790000	47.027833
4.100250	0.790000	47.061500
4.099650	0.790000	47.095333
4.099650	0.790000	47.129000
4.099950	0.790000	47.162667
4.100840	0.780000	47.196500
4.099650	0.780000	47.230167
4.100540	0.780000	47.263833
4.099950	0.780000	47.297667
4.099650	0.780000	47.331500
4.099950	0.780000	47.365167
4.099950	0.780000	47.399000
4.100840	0.770000	47.432833
4.100540	0.770000	47.466500
4.099950	0.770000	47.500167
4.100250	0.770000	47.533833
4.099650	0.770000	47.567667
4.100250	0.770000	47.601333
4.101140	0.770000	47.635000
4.099650	0.770000	47.668667
4.100540	0.770000	47.702500
4.099650	0.770000	47.736167
4.099650	0.770000	47.769833
4.100250	0.770000	47.803500
4.099950	0.770000	47.837333
4.099950	0.770000	47.870833
4.099950	0.770000	47.904667
4.100540	0.770000	47.938500
4.098460	0.770000	47.972167
4.100540	0.760000	48.006000
4.099350	0.760000	48.039667
4.099350	0.760000	48.073500
4.100250	0.760000	48.107167
4.099650	0.760000	48.141000
4.099650	0.760000	48.175000
4.099650	0.760000	48.208833
4.100250	0.750000	48.242667
4.098460	0.760000	48.276500
4.100250	0.750000	48.310167
4.100250	0.750000	48.344000
4.099650	0.750000	48.377667
4.099950	0.750000	48.411333
4.099950	0.740000	48.445167
4.097270	0.750000	48.478833
4.099950	0.750000	48.512833
4.100840	0.740000	48.546667
4.100250	0.740000	48.580667
4.098760	0.750000	48.614500
4.100540	0.740000	48.648167
4.099950	0.730000	48.681833
4.099060	0.730000	48.715500
4.099950	0.730000	48.749333
4.100840	0.730000	48.783167
4.099650	0.730000	48.816833
4.099950	0.720000	48.850667
4.099350	0.730000	48.884500
4.099350	0.730000	48.918167
4.099350	0.720000	48.951833
4.099650	0.730000	48.985500
4.099350	0.720000	49.019333
4.100250	0.720000	49.053000
4.099950	0.720000	49.086833
4.099650	0.720000	49.120500
4.099650	0.720000	49.154167
4.101440	0.710000	49.187833
4.101140	0.710000	49.221500
4.099650	0.720000	49.255333
4.099950	0.710000	49.289000
4.099650	0.720000	49.322667
4.099650	0.710000	49.356333
4.100250	0.710000	49.390167
4.099950	0.710000	49.424000
4.100840	0.700000	49.457833
4.100250	0.710000	49.491667
4.100250	0.710000	49.525333
4.100250	0.710000	49.559167
4.099060	0.710000	49.592833
4.100250	0.700000	49.626667
4.099650	0.700000	49.660167
4.101140	0.700000	49.694000
4.099650	0.710000	49.727833
4.099650	0.710000	49.761500
4.099650	0.700000	49.795167
4.100250	0.700000	49.829000
4.100250	0.700000	49.862667
4.099950	0.700000	49.896500
4.100840	0.700000	49.930167
4.099950	0.700000	49.964000
4.100250	0.690000	49.997500
4.099950	0.700000	50.031167
4.100540	0.690000	50.065000
4.100250	0.690000	50.098833
4.100540	0.690000	50.132500
4.099950	0.690000	50.166167
4.099060	0.690000	50.199833
4.100540	0.680000	50.233667
4.099950	0.690000	50.267333
4.099950	0.680000	50.301167
4.099350	0.680000	50.334833
4.100250	0.680000	50.368500
4.099350	0.680000	50.402333
4.100540	0.670000	50.436167
4.099350	0.670000	50.470000
4.099060	0.670000	50.503667
4.100540	0.670000	50.537500
4.099650	0.660000	50.571333
4.100840	0.660000	50.604833
4.099350	0.670000	50.638667
4.100540	0.660000	50.672500
4.102330	0.650000	50.706333
4.099350	0.670000	50.740000
4.099650	0.660000	50.773667
4.099950	0.660000	50.807333
4.099650	0.660000	50.841167
4.099650	0.660000	50.875000
4.099650	0.660000	50.908833
4.100250	0.650000	50.942667
4.099650	0.660000	50.976500
4.100250	0.650000	51.010333
4.099950	0.650000	51.044000
4.100250	0.650000	51.077667
4.099650	0.650000	51.111500
4.099650	0.660000	51.145333
4.099650	0.660000	51.179000
4.099950	0.650000	51.212667
4.099350	0.650000	51.246500
4.099650	0.650000	51.280333
4.100540	0.650000	51.314167
4.100250	0.640000	51.347667
4.099650	0.650000	51.381333
4.099650	0.650000	51.415167
4.099650	0.650000	51.448833
4.099650	0.650000	51.482667
4.099650	0.640000	51.516167
4.099650	0.640000	51.550000
4.099650	0.650000	51.583667
4.099950	0.640000	51.617500
4.099650	0.650000	51.651333
4.099950	0.650000	51.684833
4.099650	0.640000	51.718667
4.099950	0.640000	51.752500
4.099650	0.640000	51.786167
4.099950	0.640000	51.820000
4.099650	0.640000	51.853667
4.099650	0.640000	51.887333
4.099650	0.640000	51.921167
4.099650	0.640000	51.955000
4.099950	0.630000	51.988833
4.101140	0.630000	52.022500
4.099950	0.640000	52.056333
4.099950	0.640000	52.090167
4.099650	0.640000	52.124000
4.099950	0.640000	52.157667
4.099950	0.630000	52.191500
4.099650	0.640000	52.225000
4.100250	0.630000	52.258667
4.100250	0.630000	52.292333
4.100840	0.620000	52.326000
4.100540	0.620000	52.359500
4.100250	0.620000	52.393333
4.099950	0.610000	52.427000
4.099060	0.620000	52.460833
4.100250	0.620000	52.494667
4.100250	0.610000	52.528500
4.098460	0.620000	52.562167
4.100540	0.610000	52.596000
4.099350	0.620000	52.629667
4.101140	0.610000	52.663500
4.099950	0.610000	52.697167
4.100540	0.590000	52.731000
4.101140	0.600000	52.764833
4.099950	0.600000	52.798667
4.099950	0.600000	52.832500
4.099650	0.600000	52.866167
4.099350	0.600000	52.900000
4.099950	0.600000	52.933833
4.099650	0.590000	52.967667
4.099950	0.600000	53.001667
4.100250	0.600000	53.035333
4.099650	0.600000	53.069000
4.099650	0.600000	53.102667
4.100250	0.590000	53.136667
4.100840	0.590000	53.170667
4.099650	0.600000	53.204167
4.099650	0.600000	53.238167
4.096980	0.600000	53.271667
4.099650	0.590000	53.305333
4.099950	0.590000	53.339167
4.099650	0.590000	53.373000
4.099650	0.590000	53.406667
4.102030	0.580000	53.440333
4.099650	0.590000	53.474167
4.099650	0.580000	53.507833
4.099650	0.590000	53.541667
4.099650	0.590000	53.575333
4.099950	0.590000	53.609167
4.099650	0.590000	53.643000
4.099650	0.590000	53.676833
4.100250	0.580000	53.710500
4.099950	0.580000	53.744167
4.099650	0.590000	53.778000
4.100250	0.580000	53.811833
4.099650	0.580000	53.845500
4.101730	0.570000	53.879167
4.099650	0.580000	53.913000
4.100540	0.580000	53.946833
4.099650	0.580000	53.980500
4.098460	0.580000	54.014167
4.099650	0.580000	54.048000
4.098760	0.570000	54.081833
4.100250	0.580000	54.115833
4.099650	0.580000	54.149500
4.099950	0.580000	54.183333
4.100250	0.580000	54.217000
4.100250	0.580000	54.250833
4.099650	0.580000	54.284500
4.100540	0.580000	54.318333
4.099650	0.570000	54.352167
4.100250	0.570000	54.386000
4.099950	0.560000	54.419833
4.100540	0.560000	54.453500
4.100540	0.570000	54.487333
4.099650	0.560000	54.520833
4.099950	0.560000	54.554500
4.099060	0.570000	54.588167
4.099950	0.570000	54.622000
4.100540	0.560000	54.655833
4.099950	0.560000	54.689500
4.101440	0.550000	54.723333
4.100540	0.550000	54.757167
4.101730	0.540000	54.791000
4.099060	0.560000	54.824500
4.100540	0.550000	54.858167
4.099950	0.550000	54.891833
4.101730	0.550000	54.925667
4.099350	0.550000	54.959500
4.101730	0.540000	54.993000
4.099650	0.540000	55.026833
4.102030	0.550000	55.060500
4.099650	0.540000	55.094333
4.099350	0.540000	55.128000
4.099650	0.540000	55.161667
4.099350	0.550000	55.195500
4.099650	0.540000	55.229167
4.099650	0.540000	55.263000
4.100540	0.540000	55.297000
4.100840	0.530000	55.330833
4.099650	0.530000	55.364667
4.099650	0.540000	55.398333
4.099950	0.540000	55.432167
4.099650	0.540000	55.465667
4.100540	0.530000	55.499667
4.099650	0.540000	55.533333
4.099650	0.530000	55.567000
4.099650	0.540000	55.601000
4.099650	0.540000	55.634833
4.099650	0.540000	55.668667
4.099650	0.530000	55.702333
4.099950	0.540000	55.736167
4.099950	0.540000	55.769833
4.099650	0.530000	55.803500
4.100250	0.540000	55.837333
4.099950	0.530000	55.871167
4.100250	0.530000	55.905000
4.099650	0.530000	55.938667
4.099650	0.530000	55.972500
4.099650	0.530000	56.006167
4.099650	0.530000	56.039833
4.099650	0.530000	56.073667
4.100840	0.520000	56.107500
4.099650	0.530000	56.141167
4.099650	0.530000	56.174833
4.099650	0.530000	56.208667
4.102330	0.510000	56.242500
4.099650	0.530000	56.276167
4.102330	0.520000	56.309833
4.099650	0.530000	56.343500
4.099950	0.520000	56.377333
4.102330	0.520000	56.411167
4.099950	0.530000	56.444833
4.099650	0.520000	56.478667
4.100250	0.520000	56.512500
4.099950	0.520000	56.546167
4.099650	0.520000	56.580000
4.099950	0.520000	56.613833
4.099950	0.520000	56.647500
4.100540	0.510000	56.681167
4.099650	0.510000	56.715000
4.100540	0.510000	56.748833
4.099650	0.520000	56.782500
4.099650	0.520000	56.816333
4.101440	0.510000	56.850000
4.099650	0.510000	56.883833
4.099650	0.520000	56.917667
4.099650	0.510000	56.951500
4.098760	0.510000	56.985167
4.099650	0.510000	57.019000
4.099650	0.510000	57.052833
4.099650	0.520000	57.086500
4.099950	0.510000	57.120333
4.099950	0.510000	57.154000
4.099650	0.510000	57.187667
4.100540	0.500000	57.221500
4.099950	0.510000	57.255333
4.099650	0.510000	57.289000
4.099650	0.510000	57.322833
4.099950	0.500000	57.356500
4.099650	0.500000	57.390333
4.100250	0.500000	57.424333
4.100540	0.490000	57.457833
4.100250	0.490000	57.491667
4.100540	0.490000	57.525500
4.099650	0.490000	57.559333
4.100840	0.490000	57.593167
4.100250	0.490000	57.626833
4.100250	0.490000	57.660333
4.099350	0.500000	57.694167
4.099950	0.490000	57.728000
4.099650	0.490000	57.761667
4.099650	0.490000	57.795500
4.099350	0.490000	57.829333
4.099650	0.480000	57.863167
4.099650	0.480000	57.897000
4.099650	0.480000	57.930833
4.099650	0.480000	57.964667
4.099650	0.480000	57.998500
4.101730	0.470000	58.032167
4.100540	0.480000	58.066000
4.100540	0.480000	58.099833
4.099650	0.480000	58.133667
4.099650	0.480000	58.167333
4.099650	0.480000	58.201167
4.099950	0.470000	58.234833
4.099950	0.480000	58.268833
4.102920	0.470000	58.302667
4.099950	0.480000	58.336667
4.100250	0.480000	58.370333
4.099950	0.480000	58.404000
4.099350	0.480000	58.437833
4.100540	0.470000	58.471500
4.099950	0.480000	58.505333
4.099650	0.470000	58.539000
4.099650	0.470000	58.572667
4.099650	0.470000	58.606500
4.099650	0.470000	58.640167
4.099650	0.470000	58.674000
4.099650	0.480000	58.707667
4.100540	0.470000	58.741667
4.099650	0.470000	58.775500
4.101440	0.460000	58.809333
4.100250	0.470000	58.843000
4.102030	0.460000	58.876667
4.099650	0.470000	58.910333
4.099650	0.460000	58.944167
4.102030	0.460000	58.977833
4.099950	0.470000	59.011667
4.100250	0.470000	59.045333
4.098460	0.480000	59.079333
4.099950	0.460000	59.113000
4.099650	0.470000	59.146833
4.099650	0.470000	59.180667
4.100540	0.460000	59.214500
4.100540	0.460000	59.248333
4.099350	0.460000	59.282000
4.099950	0.460000	59.315833
4.099650	0.460000	59.349667
4.099650	0.460000	59.383500
4.100540	0.460000	59.417167
4.099650	0.460000	59.451000
4.100840	0.460000	59.484500
4.101730	0.450000	59.518500
4.100540	0.460000	59.552167
4.099950	0.460000	59.585833
4.099650	0.460000	59.619667
4.099650	0.460000	59.653500
4.102030	0.450000	59.687333
4.099650	0.460000	59.721167
4.099650	0.460000	59.754833
4.099650	0.450000	59.788500
4.099650	0.450000	59.822333
4.099650	0.460000	59.856000
4.099650	0.460000	59.889667
4.099950	0.440000	59.923667
4.099650	0.460000	59.957500
4.099650	0.460000	59.991333
4.099650	0.450000	60.025000
4.100540	0.450000	60.058667
4.104110	0.440000	60.092333
4.099950	0.450000	60.126167
4.099950	0.440000	60.159833
4.099950	0.450000	60.193500
4.100250	0.450000	60.227333
4.100540	0.440000	60.261000
4.100840	0.440000	60.294833
4.100250	0.440000	60.328500
4.100250	0.440000	60.362333
4.099350	0.440000	60.396167
4.100250	0.440000	60.430000
4.100540	0.440000	60.463667
4.099950	0.440000	60.497667
4.099650	0.440000	60.531500
4.100840	0.440000	60.565167
4.099650	0.440000	60.598833
4.100840	0.430000	60.632667
4.098760	0.440000	60.666333
4.099650	0.440000	60.700000
4.099060	0.440000	60.733833
4.099350	0.430000	60.767333
4.099650	0.430000	60.801000
4.100250	0.430000	60.834667
4.099060	0.430000	60.868500
4.099650	0.430000	60.902167
4.101140	0.420000	60.935833
4.099350	0.430000	60.969667
4.100840	0.430000	61.003333
4.101140	0.420000	61.037333
4.100540	0.430000	61.071167
4.100250	0.430000	61.104833
4.099650	0.430000	61.138667
4.099950	0.420000	61.172500
4.099650	0.430000	61.206333
4.102920	0.410000	61.240167
4.099350	0.420000	61.273833
4.100250	0.420000	61.307667
4.099950	0.420000	61.341667
4.099650	0.420000	61.375333
4.100540	0.420000	61.409167
4.100250	0.420000	61.442833
4.099350	0.420000	61.476667
4.101140	0.410000	61.510500
4.100540	0.410000	61.544167
4.100540	0.420000	61.578000
4.099650	0.410000	61.611833
4.099650	0.420000	61.645500
4.099350	0.420000	61.679333
4.100540	0.410000	61.713167
4.099350	0.420000	61.746667
4.099650	0.420000	61.780333
4.100840	0.410000	61.814167
4.099650	0.410000	61.848000
4.099950	0.410000	61.881667
4.099650	0.410000	61.915500
4.099650	0.410000	61.949167
4.098170	0.410000	61.983000
4.099650	0.400000	62.016833
4.098170	0.420000	62.050667
4.099650	0.410000	62.084333
4.099650	0.410000	62.118000
4.099650	0.420000	62.151833
4.099650	0.420000	62.185667
4.099350	0.410000	62.219500
4.099650	0.420000	62.253167
4.099950	0.410000	62.286833
4.099350	0.410000	62.320500
4.100250	0.410000	62.354000
4.099650	0.410000	62.387833
4.099650	0.410000	62.421333
4.100250	0.410000	62.455167
4.100250	0.410000	62.488833
4.099950	0.410000	62.522500
4.099650	0.410000	62.556333
4.098760	0.410000	62.590333
4.100250	0.410000	62.624167
4.099350	0.400000	62.657833
4.099350	0.400000	62.691667
4.099650	0.410000	62.725333
4.099650	0.410000	62.759167
